,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_max_depth,param_max_features,param_n_estimators,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
75,5.355663871765136,0.15280630396399553,0.04359469413757324,0.001207983964781117,80,6,100,"{'max_depth': 80, 'max_features': 6, 'n_estimators': 100}",0.9547053803871373,0.9737980713140465,0.9746172461724616,0.962706836871486,0.9659215203718896,0.9663501143285373,0.007387965473485536,63
76,0.7089963912963867,0.03154694987465947,0.006407880783081054,0.0004989674605104436,80,8,10,"{'max_depth': 80, 'max_features': 8, 'n_estimators': 10}",0.9440736074027407,0.9636004693380267,0.9641546415464155,0.9545442419149377,0.9498005829114895,0.9552351648986974,0.007799512020680005,94
77,2.077398586273193,0.06730895222441317,0.014607620239257813,0.0010241454090826848,80,8,30,"{'max_depth': 80, 'max_features': 8, 'n_estimators': 30}",0.947746144128108,0.9656221562215623,0.9699513661803285,0.964164949278697,0.9616513935853058,0.9618270408165113,0.007539445300358564,80
78,3.5154938220977785,0.08463604720730603,0.023006725311279296,0.000905637426303881,80,8,50,"{'max_depth': 80, 'max_features': 8, 'n_estimators': 50}",0.9552978863121965,0.9744847448474485,0.970903042363757,0.9564166950119051,0.9682641709517996,0.9650737150902868,0.007787834681189024,68
79,7.0775495052337645,0.3939880898032048,0.05100760459899902,0.013530939818004913,80,8,100,"{'max_depth': 80, 'max_features': 8, 'n_estimators': 100}",0.9520311869785365,0.980016466831335,0.9752039187058537,0.9626926642523194,0.9661958022369397,0.9672284225778062,0.009795931930746857,56
80,0.21100740432739257,0.0071338455397299706,0.006603670120239258,0.00047227583785365557,,2,10,"{'max_depth': None, 'max_features': 2, 'n_estimators': 10}",0.9470153034863683,0.9614896148961489,0.9654721547215472,0.9575563403296052,0.9467134529835864,0.9556498969333994,0.007597917067027672,93
81,0.6294961929321289,0.014097717995425842,0.015396022796630859,0.0007873816887117706,,2,30,"{'max_depth': None, 'max_features': 2, 'n_estimators': 30}",0.9572070720707206,0.9784681180145134,0.9691871918719188,0.962318340369622,0.9572262016713686,0.9648821460473052,0.008089868596011735,69
82,1.039023208618164,0.009384881309155371,0.023588943481445312,0.001018723629501827,,2,50,"{'max_depth': None, 'max_features': 2, 'n_estimators': 50}",0.9621846218462186,0.9813414800814676,0.9693438601052677,0.9663867157539502,0.9681599605167504,0.9694836569447249,0.0064073863483647365,45
83,2.079821968078613,0.050054372499455366,0.04538826942443848,0.0010148789664914974,,2,100,"{'max_depth': None, 'max_features': 2, 'n_estimators': 100}",0.9665738324049907,0.9795256285896192,0.9750939176058427,0.9721299612503917,0.9668785890073831,0.9720407636470297,0.004937540371807516,30
84,0.3900008201599121,0.022660058012738484,0.006997823715209961,0.0006358277444108206,,4,10,"{'max_depth': None, 'max_features': 4, 'n_estimators': 10}",0.942376090427571,0.9676446764467644,0.9661446614466145,0.9581640955868131,0.9539998466022397,0.9576661101003627,0.00915411513114238,85
85,1.12853102684021,0.026899373573750582,0.014601039886474609,0.0005078875685432507,,4,30,"{'max_depth': None, 'max_features': 4, 'n_estimators': 30}",0.9557187238539053,0.9812081454147874,0.9728872288722887,0.962664319013986,0.9589660990949531,0.9662897188194091,0.009430300382860236,64
86,1.8629455089569091,0.03156047390311443,0.02360696792602539,0.0010141286249637257,,4,50,"{'max_depth': None, 'max_features': 4, 'n_estimators': 50}",0.9597670976709767,0.9746980803141365,0.9744230775641091,0.9638364779874213,0.966796054342824,0.9679045431665083,0.0058763672344971036,52
87,3.705906534194946,0.06287675881567242,0.04542088508605957,0.0007890818802251586,,4,100,"{'max_depth': None, 'max_features': 4, 'n_estimators': 100}",0.9630579639129726,0.9746805801391347,0.9739239059057259,0.9668844247917459,0.9687226968660172,0.96945416022247,0.004367048079717716,46
88,0.5265979766845703,0.023763544990834783,0.006006669998168945,0.000619124793300963,,6,10,"{'max_depth': None, 'max_features': 6, 'n_estimators': 10}",0.9517728510618441,0.9654621546215462,0.9636088027546942,0.9580515483169598,0.9553529148909208,0.9588499742908594,0.005085949946861743,82
89,1.6099325656890868,0.048860742963477026,0.015196895599365235,0.0007497357448569314,,6,30,"{'max_depth': None, 'max_features': 6, 'n_estimators': 30}",0.9493228265615989,0.976209762097621,0.968889688896889,0.959818123611917,0.9626451442939369,0.9633774287638728,0.009009395879326287,74
90,2.65043420791626,0.06816861981600136,0.02242751121520996,0.0005154078647668455,,6,50,"{'max_depth': None, 'max_features': 6, 'n_estimators': 50}",0.9576162428290949,0.9731288979556464,0.9741205745390786,0.9616197136130509,0.9617447661351102,0.965646629612495,0.0066894156316878155,65
91,5.329395198822022,0.14931979175969126,0.04538187980651855,0.003428530077539186,,6,100,"{'max_depth': None, 'max_features': 6, 'n_estimators': 100}",0.9648079814131474,0.9755422554225543,0.9789189558562251,0.965091171625416,0.9634229709811455,0.9695574566888056,0.0063812459892468336,43
92,0.6900075435638428,0.03643449598733289,0.0063918113708496095,0.0005113255472354803,,8,10,"{'max_depth': None, 'max_features': 8, 'n_estimators': 10}",0.9434494344943448,0.9599095990959909,0.959182925162585,0.9500606921573727,0.9553212349186658,0.9535849103422245,0.006156699623875281,96
93,2.070109415054321,0.041486331930531535,0.01580519676208496,0.002229098211957874,,8,30,"{'max_depth': None, 'max_features': 8, 'n_estimators': 30}",0.9604871048710488,0.978409784097841,0.9677946779467794,0.9657631205106144,0.9609661057644211,0.9666846532437435,0.00649138435332284,59
94,3.476776123046875,0.09362098575031032,0.023643112182617186,0.0023199873679189105,,8,50,"{'max_depth': None, 'max_features': 8, 'n_estimators': 50}",0.9529528628619619,0.9761614282809497,0.9714130474638079,0.9592720609322583,0.962369195061926,0.9644342572634608,0.008354707694061506,72
